Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Greece,GRC,29406499151.7195,30048414363.3242,30007204929.8455,36872587683.0926,48842488917.5408,51507049133.1037,56055373148.8414,67026862160.3226,79622875821.4016,59068883349.1141,59904850644.3437,67668758206.9062,63214162075.1073,72900144725.0832,76851552340.2415,62624983040.1846,60305408060.9235,70104581289.0659,81867719580.7373,81184115053.0168,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Grenada,GRD,235727418.888889,197133128.518519,172622222.222222,179535555.555556,197736918.518519,148871267.037037,162306468.148148,209545883.703704,207800809.259259,187237310,183762239.62963,196181942.962963,206490973.333333,209736588.148148,478569872.04373,510778316.806248,523548200.392344,578210480.726159,649764010.86487,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Guatemala,GTM,3861300000,3902957658.3805,3964302180.36116,4118665972.42066,6205500000,6767300000,7601000000,8714400000,8989982140,8427916110,9600336780,11561043170,11374903950,11660251840,12571944160,12327469530,12386653940,13250682480,13350714120,13582414130,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Guinea,GIN,734089633.503782,809157410.329217,774588000,715834497.73998,810910000,925700000,1096090000,1251900000,1444910000,1121960000,1533620000,1505720000,2086650000,1989790000,2130091254.23937,1859596267.58557,2467233944.16599,4647370000,4079080000,4040730000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Guinea-Bissau,GNB,..,67351168.4909145,60879079.1294962,71006499.8513491,83447411.7436691,94786767.0847486,77565054.7878706,140430879.029852,171901919.362222,154761311.008798,170591033.300557,282642037.682074,153044009.8193,190931893.875345,212887473.143947,288516902.686941,185193750,374099534.077444,380241947.310497,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Guyana,GUY,672200000,657400000,662400000,664800000,744887000,693497000,727246000,847778000,1013400725.61758,938490818.315201,1133030208.38423,1426674912.85545,1713223752.10528,1539804817.74,1348029271.56116,1296096535.26197,1674548818.50673,1643614998.15756,1597206758.71,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Haiti,HTI,503700000,444220000,421100000,469840000,512600000,605080000,689110000,779190000,917195653.316743,1034006544.64086,1016384389.4025,1311690270.9393,1327839725.02212,1566906102.03951,1662116685.61267,1747794245.0499,1617548694.95974,1526631857.43581,1778380970.19543,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Honduras,HND,2542836069.7158,2537807897.91089,2678412941.7981,2752777097.22376,3237707591.52905,3671862125.71246,3937323132.58043,4384225823.9969,4865217970.49805,4246434697.08203,4939311177.07018,6231512975.46935,6666909899.13762,6258866155.2933,6764171000.59422,6931268547.30191,6729454042.70189,7325056706.44474,7130285837.80199,7162008522.24979,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Hong Kong SAR, China",HKG,216341287949.76,207977224239.57,219708454606.551,243373251073.372,283699350288.676,322259589757.709,358355205527.656,394489192294.543,424137318245.72,381300703971.464,469441931862.776,528964931979.131,566901902017.371,610980946926.177,621081488103.407,606083932209.968,600059772323.163,644556259051.515,681280769230.511,649022685083.832,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Hungary,HUN,31910656872.2823,35345497320.1474,39917316354.7456,49256835150.1789,64021667380.2832,73219301644.5762,85514661285.8364,109358284176.979,126521291551.347,98130014184.7293,107223068846.779,122375700212.651,110633399924.92,115931443110.644,122969046262.435,109529440318.581,111163827192.092,123244226562.878,134657226770.398,134368667770.693,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Iceland,ISL,2898804274.57358,3036381308.06188,3317436938.13118,3725721304.02377,4483401254.27875,5105803640.4671,5292202595.45353,7128149725.02474,7422406092.14298,6391790426.56093,7136917524.68648,8304375837.2986,8104990973.57847,8590316601.39161,9147518431.71873,9007698319.92619,9869017392.78334,11331663410.3781,12242644790.8612,10969937752.6617,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,India,IND,59931697987.5545,62130222527.4738,70619282935.6584,84795030552.851,116019759652.382,154582031679.649,193316062904.371,240082039833.715,305119336663.061,260847157421.868,348035371769.33,446375404070.601,443845180758.278,468273426431.433,485583046457.597,428630903175.949,430433487927.696,489400913160.193,537042432147.227,546033120468,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Indonesia,IDN,70621521117.0085,62865023700,65828023965,69402126374.14,78813558769.0248,94679537822.5466,107400056941.626,122265544100.14,146055150859.016,125322055265.413,166636323443.415,212996855848.882,211006612793.011,205033131237.093,198823722296.059,171345363235.039,167793327281.49,194210168760.017,211931832768.586,200118836122.593,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Iran, Islamic Rep.",IRN,29727000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Iraq,IRQ,..,..,..,..,..,24052600000,30886500000,40454900000,65224600000,41622700000,54593900000,82506000000,97040000000,93390982324.13,88949100000,56370597777.87,46829600000,63604256000,91930700000,88902900000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Ireland,IRL,..,..,..,..,..,162671913673.852,176312074090.215,208500207283.02,218910448061.075,202344229931.952,207839505909.957,231767293649.005,235094046155.59,247353846942.958,284336899842.975,355529446040.851,363104013916.291,407192968333.445,471596208326.155,502312991471.078,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Israel,ISR,46591200000,40479800000,39313600000,43490500000,53001600000,58074000000,62934800000,72601400000,83495400000,69102700000,81551700000,92480200000,92653400000,98857700000,99933800000,94500400000,95562300000,101656700000,110050800000,115571500000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Italy,ITA,293207055786.336,299376598382.968,311675879776.34,367868654731.52,433480639093.146,456701832447.971,510934484690.06,606067824116.991,648980958798.68,494397284485.534,535848576522.655,618431386149.844,593023876116.251,613418932908.34,628972523184.647,547289466869.859,551603085706.499,603887233324.487,656161124868.179,632619348255.954,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Jamaica,JAM,3588500000,3351400000,3221360000,3523330000,3898758118.05485,3993993013.70342,4782290831.97466,5069134597.67238,5539114588.66485,4038281082.65904,4004373830.42721,4286304114.25417,4484222345.31401,4335595474.40964,4400824131.38956,4313628181.64027,4404773801.36882,4869630217.27781,5805990950.47758,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Japan,JPN,523723140996.313,443809272414.1,456896277082.513,521711100815.415,631340914707.165,672942493032.377,728564958770.034,802202392189.72,890158053215.872,669059383180.377,869989651841.154,930660438539.974,913614132577.114,830338357518.286,862973565685.068,784710796800.765,811524245542.463,875513551319.492,929827552588.353,904882654438.294,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Jordan,JOR,3538928067.70099,3781899118.0253,4552187069.60031,4829901269.39351,5998589562.76446,6713822284.90832,8201269393.51199,9387591273.27682,12699000439.2287,11061126760.5634,12751830985.9155,13743802816.9014,14307323943.662,14227746478.8732,15524929577.4648,14120563380.2817,13538028169.0141,14300140845.0704,15092676056.338,16287098591.5493,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Kazakhstan,KAZ,10226116738.977,10045522349.9055,11424827347.8922,14802421818.1757,22469832051.5363,30386526541.8786,41438299042.6064,51772937316.3537,76256607574.6124,48027070405.0367,65510637110.4926,89531623556.847,91925337449.8596,91096687922.9721,86075179284.3097,51003837388.8438,41570346380.4921,53805890744.102,67146190250.1165,65595585391.5784,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Kenya,KEN,2775598198.35933,3011496359.75606,3215667151.52567,3609867575.96581,4282488705.30231,5342241044.60482,5945776632.04311,7062903639.51473,8290489645.95054,7385228127.25569,8983045680.41534,9967709460.09345,11205368271.6195,10978182141.8895,11243098979.2146,10608257289.2732,9912835866.63221,10448666379.6991,11564075514.1575,11490592368.7189,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Kiribati,KIR,..,..,..,..,..,..,11460498.3162176,21329553.9434941,20747543.5172219,19816255.7631215,19137383.4643447,25804929.6183613,26425541.9183993,22318228.9490367,24132328.148915,26739968.7524851,34332567.8374651,29442474.7038962,19150922.8250374,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Korea, Rep.",KOR,202080000000,177196200000,191979100000,230672300000,301338300000,335799700000,386122900000,454215800000,523955000000,436472400000,546783400000,677772700000,706799100000,721717500000,725298800000,640581100000,606735200000,670011500000,729944000000,669593700000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Kosovo,XKX,..,..,..,..,385970336.00113,412989002.137912,515302315.124724,668929173.93079,799171507.721272,971977035.888144,1152394020.86418,1591187809.94673,1499391741.67807,1546188467.1148,1664175588.95417,1414596174.6067,1596754877.20836,1988889207.53146,2278377702.8956,2312862009.05493,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Kuwait,KWT,21301275543.5384,17900972235.0537,17014667695.3852,24938297596.6282,32771632168.3068,50077397260.274,64897460155.4624,72694881423.6928,98902680285.1037,65889143643.4391,76139508378.4144,112951737943.636,128479271753.661,121924627440.857,111059556883.408,61391008321.38,52145742588.7282,60454022413.6485,85198897798.8613,72800967676.5602,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Kyrgyz Republic,KGZ,572960117.6582,563036360.4204,640096844.911,748522238.796568,942984315.405208,946253441.078782,1284720114.90669,2022605981.12923,2680845409.51406,2332014360.56181,2201949743.76181,3203900845.802,3502107225.01233,3815674786.61884,3280839173.35999,2425023595.28565,2413588892.72608,2573040009.9715,2734422358.21524,3086996956.64743,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Lao PDR,LAO,505960000,485587404.249565,476797398.020848,462873538.614527,542114463.828165,757313920.835732,1105460806.14077,1200833604.98474,1493533872.52858,1449937961.89767,2257398891.17722,2403621115.9553,2837105676.17213,3047026523.12695,4040904950.9353,4497378079.26,5079637263.2825,5653716801.31958,6216138951.52876,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Latvia,LVA,2342802122.61137,2548993463.55556,2906560731.35909,3904089717.50672,5381253409.12699,7269654702.09029,8656562090.40136,12135054599.5789,14454744754.4538,11409842508.186,12863973623.8095,16492147566.4705,17287202641.5881,18217334021.4047,19162631022.6218,16422296847.4017,16726420890.8864,18812378599.8475,21115557093.6905,20502459578.7609,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Lebanon,LBN,..,..,5730432151.86907,11263938147.3173,11832864029.3765,13225092306.3998,14486624872.3821,16332745748.9257,22089183692.6208,21097050714.1926,20728852407.4142,23378931347.7,20134666560.31,19974796920.26,18851485684.59,19461248159.6,18882187910.53,18939938603.26,19160811512.833,18173482220.9253,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Lesotho,LSO,268287630.50615,376475304.843008,437700119.360049,587769220.249339,698855620.669884,668079975.633766,756985142.733031,872263478.00362,932383113.760138,775684312.869074,923784769.411373,1220755037.13244,1013732446.02548,879901893.647005,905553166.475306,974292120.991809,940488264.160455,1061714987.22255,1253535692.52089,1045002163.06683,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Liberia,LBR,..,..,..,..,317182835.844998,345501547.279423,491132628.918767,542371782.780322,758569895.620499,454072818.517553,325037491.048954,395093823.549426,354972616.793229,647927006.925906,690084044.55278,482196119.241138,366424243.794872,429591652.893253,527345230.827327,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Libya,LBY,12210000000,10818000000,10252000000,13320000000,17862000000,29383000000,37962000000,47037500000,62157800000,37440000000,49345100000,19100200000,61178300000,46197800000,19379200000,11344000000,6849600000,18971600000,29964100000,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Lithuania,LTU,4440560000,5278625000,6303023461.9183,8096260231.61326,10751747587.4993,14008303862.6258,16838077320.6883,20075420674.1683,27570113906.9567,19554887997.5991,23726953550.7431,31782760450.9729,33552596024.0084,36617512591.6809,35088273628.6753,28485127914.7431,31824436787.9615,38649237144.645,43997607440.7353,42325814218.9692,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Luxembourg,LUX,28935807774.4093,28949394054.0654,31266401771.0728,38601166313.8665,49065787205.0912,56144236890.008,68918304652.7275,81857321318.8413,87836324049.0131,74668255031.2259,85823327748.4533,99833015830.7937,102962558242.715,114623455812.483,131579830028.772,120160219968.618,119291144305.819,126471182225.36,136111375850.446,133594839178.865,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Macao SAR, China",MAC,..,..,6875105972.22144,7657751919.75143,10086711384.4521,10261437459.0356,11682859867.9666,14545875052.8785,16757424188.9307,16948588122.1849,24689832972.0082,33286266594.0902,39204378520.7043,46726066046.9812,47010430989.4707,35342771094.9592,34534075590.3281,40571504762.2521,45613409643.9672,44965534028.6426,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Madagascar,MDG,823059589.997605,1014983737.98883,1085673149.90703,811494919.6,916388840.700002,1325063374.7924,1634765494.22174,2203439664.76157,2609645465.92699,1916503251.27265,2118363705.92667,2640896010.30346,2806792296.87342,3181500196.63944,3501236899.20186,3106697416.03231,3330560887.99553,4072882582.15318,4346347608.06088,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Malawi,MWI,437418259.878557,471553504.469477,471861073.308974,619455615.903919,572276063.384061,608688953.858148,785543616.713236,877239061.858064,1024535096.08245,1347451603.68827,1222630584.06267,1604263589.67409,1381897555.50508,1395388936.02432,1642093292.50276,1270097065.21111,1180132969.06476,1053190765.66367,1112189264.7947,1164801614.17057,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Malaysia,MYS,112286421052.632,102362894736.842,108234289473.684,118569842105.263,143900465789.474,161352673617.096,182565806815.992,205620995759.124,229973830065.324,186349502275.307,222011698915.434,254006731759.29,249376200391.976,244385450722.886,249538834188.691,209568171911.514,201120552699.395,223701888947.356,246469055096.373,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Maldives,MDV,457154968.743324,464263807.312152,495339414.073533,583919341.719346,688630373.968541,484516360.754315,777115027.70196,1803881344.09066,1969750759.02106,1712197739.8008,2007435763.05067,2444770947.48524,2485947777.59969,2907893890.20851,3299197715.75911,3145104894.24385,3147553740.5414,3319072397.3111,3584303216.62412,3739265503.55959,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Mali,MLI,643138003.953928,876365966.868169,1044531308.03004,1152096762.55697,1217581858.6308,1375173097.83774,1863603809.07807,1932869194.47808,2551443927.49303,2128016038.74093,2436313310.41596,2800656712.85559,3346095006.25647,3301859720.5799,3235772605.03493,3149603960.05709,3285699670.21499,3404922670.19247,4184187158.75526,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Malta,MLT,3577461166.7344,3150985938.28351,3587535368.62717,4043762568.24737,6249745271.45323,6696724186.90123,8394714383.46063,10322857503.2589,13477906143.4811,12673503516.2327,13391662523.1208,15278802494.2784,15223626992.7775,15935030718.8635,16718379581.2791,16475893047.5632,17394040199.6602,19113935014.8747,21155083491.4619,20809332670.2617,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Marshall Islands,MHL,..,..,..,..,..,33288668.4978078,27656197.44543,27729284.094063,29760576.8260296,30934195.9268038,54962693.6523804,77228669.5168178,116703124.033821,112784626.532615,88726850.396095,47175688.8371602,46081871.4811202,96826734.1218955,128903650.689713,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,2786123475.04023,2837714186.16883,2216876688.74357,1634736921.32039,1670610375.81556,1889585455.27552,2061792405.77192,2524730455.7324,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Mauritius,MUS,2622375788.26226,2850214121.9611,2950015984.859,3178156448.28543,3448749794.35166,3756457492.68058,4000143532.99071,4443070452.73427,4927806423.66777,4177497773.99491,4956580726.07108,5825963411.4879,6057058208.39713,5645495475.88268,5997935282.99094,5394631907.53723,5201359542.26158,5391592172.41552,5585546049.10134,5179986515.47841,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Mexico,MEX,179876114959,171480742850,173823699980.709,177422936925,202000020494.111,230368761650,266331401847,289829157833,309858836925,245084582127,314349098491,365827163734,387834595992,398822705946,418833761864,403879943672,398524424611,437397180055,480096184855,492734694797,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,77019500,92315200,91027600,117958700,126591400,126186900,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Moldova,MDA,560340000,635420000,755110000,936860000,1174210000,1332220000,1322050000,1745450000,2149730000,1708870000,1952631249.64333,2740636062.16333,2707690000,3040670000,2958710000,2488420000,2624470000,3120340000,3451540000,3650850000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Mongolia,MNG,613341772.947819,636700831.334458,708483759.615666,835220336.74,1210291513.23,1480542569.84905,2029686290.49263,2524473193.42078,3027961735.62949,2298465176.23772,3393687996.28894,4576938389.37679,4451983015.63196,4478132777.64294,6077853793.77852,5135249417.40351,5604859840.83562,6800649749.07547,7713996346.58459,8415577134.5562,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Montenegro,MNE,..,..,..,..,..,..,..,1581401108.51403,1817549140.65342,1437247948.3247,1497242624.18257,1926402445.339,1700599398.72904,1842358784.74348,1842409102.51748,1713465828.79455,1784310769.0117,2025338318.60662,2346469793.20087,2415963784.45841,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Morocco,MAR,8850886528.09601,9547663336.42249,10522628112.547,12333845068.841,14498316961.7924,16592106518.6742,19415061368.5585,23949506257.5875,30553936978.4759,23998812767.2247,27045459856.5698,31844811122.7425,32338623017.3005,32614403876.4055,36213462302.8064,33292321658.95,34394352740.4223,38836212339.6926,43253418108.9929,44031991847.4438,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Mozambique,MOZ,..,..,..,..,..,2087225321.95638,2776770829.02961,2870848582.03131,3208560377.43641,2758853794.77511,2578149191.77965,3484267494.83636,4647648446.65918,4768107024.54216,4641233385.75175,4135891581.72863,3768685987.62173,5382812418.55105,5974758838.49151,5648564555.18077,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Myanmar,MMR,2109741992.18745,2470759078.67014,2422400666.45073,2609394591.25432,2920281746.97244,3783093111.50074,4535321861.41933,5737336232.48762,6262076519.65794,6252640446.19297,7703969922.90472,8457499472.53735,9451615664.72613,12149576073.7374,13154341344.599,13742209610.4558,13030280785.8501,13657390651.6023,15764685691.046,17523382157.3227,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Namibia,NAM,1483285188.31833,1427000839.01629,1337410076.51633,1676488719.70202,2302817826.12579,2474233358.87854,3174289645.10825,3516114476.72824,3699299031.71947,3636959582.10483,4597032564.65354,4672261505.55097,4872509608.51738,4355024967.30835,4826448310.91585,4088530444.61571,3732879984.50345,4480523773.7004,4948183824.75595,4551081940.1961,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Nauru,NRU,..,..,..,..,..,..,..,..,32168399.2949042,39043790.663841,26020094.0175499,42645334.1405255,69117469.4396404,83337131.3885666,81685141.3614953,41121541.0949952,53674073.6956973,39883246.367256,31101106.23634,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Nepal,NPL,1282076584.06029,1133803368.45439,937241874.527642,1075306896.62889,1233926955.26568,1283227545.51339,1234474676.36712,1436265163.97785,1710236386.50278,1541846718.01965,1571531637.07439,1862435134.7925,1928584183.11895,2185437851.05596,2410794720.49528,2243659157.03772,2116582378.12133,2430457012.4652,2677908589.47434,2727849694.71067,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Netherlands,NLD,247132511589.762,247715743201.984,260345355171.318,322281050659.687,410335990684.993,446165404233.218,499217848874.765,592754332677.19,673373055363.93,550745211997.365,602372107459.307,692117478185.937,679245968192.765,711042850816.009,727229953282.662,632829558771.876,623272845408.442,695803064995.848,773736626271.064,755770913466.749,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,New Caledonia,NCL,..,..,805387568.23539,1201055914.94516,1487582802.96348,1461156450.08205,1788007483.30753,2640689286.52718,1791868734.09565,1454797243.06057,1940456436.92578,2296851344.4415,1947883382.09372,1915925145.97845,2211473914.56922,1771207610.08172,1875156824.27746,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,New Zealand,NZL,18618732955.753,19081818522.3061,20889090243.0794,24879781465.7803,30122279738.3076,32166650763.4638,32331354428.3276,38845762748.2499,42903077637.5369,35417855094.7291,43295270715.1102,51359415314.1303,50789260578.1506,53232277475.7912,56561279129.9583,49456966866.7857,49425863836.7267,55305171494.1622,57435151037.2594,56763934577.1086,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Nicaragua,NIC,953600000,930600000,904400000,1012700000,1225100000,1411130000,2112700000,2453600000,2930100000,2827100000,3545000000,4402600000,4999800000,4990900000,5369700000,5126800000,5188700000,5737100000,5540300000,5704600000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Niger,NER,321412892.254684,329494483.967819,331557755.013054,416066685.435232,531012335.262725,565316780.377123,599040294.13334,748146204.868105,1047354162.79192,1101191244.22468,1271292025.84926,1341423540.56864,1517711056.81696,1736172611.98106,1732074337.44015,1319344817.87426,1230659415.74388,1432532766.71701,1449983104.26273,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Nigeria,NGA,20965436458.5109,19644892959.4876,18137444461.1618,27448726478.0435,38102757791.7574,56994046166.6791,59232839787.0216,67494191530.978,88008517741.3095,58393121275.9672,82699269305.2759,102437485783.987,98523783918.4831,99418985595.7241,84587155224.017,49047768015.8206,38447540355.5201,50847986748.8943,66038798663.3135,69926720656.4098,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,North Macedonia,MKD,1135873744.63084,1016638551.34177,985136222.595109,1299539031.4513,1668803183.49223,2093388633.62038,2545762516.83489,3611800119.64866,4257142392.7008,2995657422.25482,3606441087.8556,4794191369.13802,4332231956.44329,4689230122.18728,5416918066.57048,4905458052.58138,5439736122.83387,6241402766.12727,7601728258.13577,7776848859.11638,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Norway,NOR,78110617634.6194,77802741977.8828,79042684856.4174,90328939102.0271,108426658651.732,133218299348.105,153666506420.4,173684370413.607,214315768213.748,152208404539.553,170571688434.974,205715254961.124,206349016208.073,203935100410.799,193205356673.614,145479051611.106,130370306288.85,144319648228.721,166329783376.703,148439000621.529,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Oman,OMN,11769800000,11680104031.2094,11776332899.87,12325097529.2588,14117035110.5332,19630689206.762,22897269180.7542,26374512353.7061,39544863459.0377,29271781534.4603,38408322496.749,49413763850.7004,54825344236.0118,59384526412.1869,56696392851.7935,39077744121.1558,31047581451.202,36964696755.3877,46321379766.1299,43686651407.3706,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Pakistan,PAK,9997000000,10471000000,12158000000,14775000000,16027010000,19105000000,20540000000,21946000000,25472500000,22313000000,28056000000,31433000000,31374000000,30043000000,30594000000,28604000000,26869211000,29491440000,30774890000,30566250000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Palau,PLW,..,..,..,..,..,82706511.5835573,80161125.7329461,87692408.2244104,99572358.3700727,92533237.0218703,95664135.1552014,114735558.804791,131632016.76452,139228205.338899,158330962.603801,179042919.207478,175557284.12083,142588321.759909,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Panama,PAN,7808600000,7969000000,7570000000,7591400000,8831000000,10564000000,12443600000,14703300000,19051200000,18657600000,20558000000,27184700000,31091900000,30403500000,28278400000,26074100000,25209676000,27143410700,28539444500,28312487793,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Papua New Guinea,PNG,2336776217.4916,2098045930.18603,1820595604.31063,2438646178.33251,2823925716.81828,3621967956.02361,4520319408.33578,5109951126.59341,6170473766.59129,4587049929.83737,6058331612.76157,7339581578.99589,6810473304.34668,6377756125.45317,9086973756.32455,8606066647.31019,8317428848.01199,10254287136.1932,10597058446.3569,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Paraguay,PRY,3849941489.20888,3464360232.38667,3431839891.38509,3648344307.09974,4396642288.51981,5109060804.08548,6299058247.50084,7801578704.69001,10138083186.3931,8307738047.48667,11089285874.2953,13300043797.2781,12341874621.9145,14372652307.333,13859116571.3562,11798279739.0072,12695670925.2396,14097960313.2431,14357956623.2524,13266856887.0599,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Peru,PER,8204960879.38095,8156586468.86189,8903987321.30039,10618768960.8402,14588786336.678,19381388880.9876,26125371196.7744,30923986188.6054,34306679764.4619,30400601779.5265,39076122270.6046,49941253844.067,51604631493.3302,48027607934.1337,45189973832.3087,40373812343.5633,43218696417.8797,52429375177.4311,56119046119.0806,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Philippines,PHL,27461000000,24421000000,27044000000,29208000000,32562000000,33772649302.8357,41798669343.7337,46304287825.8243,47733539814.3022,43226996265.62,54553954496.6018,57154673137.0323,66823490332.2648,67847557123.5658,75321793858.9656,72262154549.0951,73938028404.7945,86645909125.5701,90373832107.3556,94505053731.3329,..
